Anchor name,Anchor target,Anchor pathway,Lib name,Lib target,Lib pathway,Link
Lapatinib,"EGFR, ERBB2",EGFR signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1558
Linsitinib,IGF1R,IGF1R signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1510
Linsitinib,IGF1R,IGF1R signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1510
Linsitinib,IGF1R,IGF1R signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1510
Linsitinib,IGF1R,IGF1R signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1510
Linsitinib,IGF1R,IGF1R signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1510
Linsitinib,IGF1R,IGF1R signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1510
Linsitinib,IGF1R,IGF1R signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1510
Linsitinib,IGF1R,IGF1R signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1510
Linsitinib,IGF1R,IGF1R signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1510
Linsitinib,IGF1R,IGF1R signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1510
Linsitinib,IGF1R,IGF1R signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1510
Linsitinib,IGF1R,IGF1R signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1510
Linsitinib,IGF1R,IGF1R signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1510
Linsitinib,IGF1R,IGF1R signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1510
Linsitinib,IGF1R,IGF1R signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1510
Linsitinib,IGF1R,IGF1R signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1510
Linsitinib,IGF1R,IGF1R signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1510
Linsitinib,IGF1R,IGF1R signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1510
Linsitinib,IGF1R,IGF1R signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1510
Linsitinib,IGF1R,IGF1R signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1510
Linsitinib,IGF1R,IGF1R signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1510
Linsitinib,IGF1R,IGF1R signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1510
Linsitinib,IGF1R,IGF1R signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1510
Linsitinib,IGF1R,IGF1R signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1510
Linsitinib,IGF1R,IGF1R signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1510
MK-1775,"WEE1, PLK1",Cell cycle,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1179
MK-1775,"WEE1, PLK1",Cell cycle,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1179
MK-1775,"WEE1, PLK1",Cell cycle,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1179
MK-1775,"WEE1, PLK1",Cell cycle,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1179
MK-1775,"WEE1, PLK1",Cell cycle,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1179
MK-1775,"WEE1, PLK1",Cell cycle,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1179
MK-1775,"WEE1, PLK1",Cell cycle,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1179
MK-1775,"WEE1, PLK1",Cell cycle,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1179
MK-1775,"WEE1, PLK1",Cell cycle,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1179
MK-1775,"WEE1, PLK1",Cell cycle,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1179
MK-1775,"WEE1, PLK1",Cell cycle,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1179
MK-1775,"WEE1, PLK1",Cell cycle,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1179
MK-1775,"WEE1, PLK1",Cell cycle,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1179
MK-1775,"WEE1, PLK1",Cell cycle,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1179
MK-1775,"WEE1, PLK1",Cell cycle,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1179
MK-1775,"WEE1, PLK1",Cell cycle,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1179
MK-1775,"WEE1, PLK1",Cell cycle,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1179
MK-1775,"WEE1, PLK1",Cell cycle,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1179
MK-1775,"WEE1, PLK1",Cell cycle,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1179
MK-1775,"WEE1, PLK1",Cell cycle,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1179
MK-1775,"WEE1, PLK1",Cell cycle,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1179
MK-1775,"WEE1, PLK1",Cell cycle,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1179
MK-1775,"WEE1, PLK1",Cell cycle,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1179
MK-1775,"WEE1, PLK1",Cell cycle,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1179
MK-1775,"WEE1, PLK1",Cell cycle,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1179
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1053
MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1053
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1011
Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1011
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1594
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1594
Olaparib,"PARP1, PARP2",Genome integrity,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1017
Olaparib,"PARP1, PARP2",Genome integrity,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1017
Olaparib,"PARP1, PARP2",Genome integrity,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1017
Olaparib,"PARP1, PARP2",Genome integrity,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1017
Olaparib,"PARP1, PARP2",Genome integrity,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1017
Olaparib,"PARP1, PARP2",Genome integrity,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1017
Olaparib,"PARP1, PARP2",Genome integrity,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1017
Olaparib,"PARP1, PARP2",Genome integrity,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1017
Olaparib,"PARP1, PARP2",Genome integrity,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1017
Olaparib,"PARP1, PARP2",Genome integrity,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1017
Olaparib,"PARP1, PARP2",Genome integrity,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1017
Olaparib,"PARP1, PARP2",Genome integrity,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1017
Olaparib,"PARP1, PARP2",Genome integrity,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1017
