drug_row	drug_col	cell_line_name	synergy_loewe
Paclitaxel	Palbociclib	PANC-02-03	0.4723148
Lapatinib	Palbociclib	PANC-02-03	2.5674562
Lapatinib	Palbociclib	PANC-02-03	0.83997065
Dasatinib	Palbociclib	PANC-02-03	2.675219
MK-2206	Palbociclib	PANC-02-03	-0.75370115
SCH772984	Palbociclib	PANC-02-03	1.9335893
Linsitinib	Palbociclib	PANC-02-03	-1.9909781
Navitoclax	Palbociclib	PANC-02-03	-1.2415953
Linsitinib	Palbociclib	PANC-02-03	-1.0962157
Taselisib	Palbociclib	PANC-02-03	1.9513105
Crizotinib	Palbociclib	PANC-02-03	-1.0739441
LGK974	Palbociclib	PANC-02-03	0.87064403
Dactolisib	Palbociclib	PANC-02-03	-1.4044553
Dasatinib	Palbociclib	PANC-02-03	1.1490905
Gemcitabine	Palbociclib	PANC-02-03	-1.1001604
Galunisertib	Palbociclib	PANC-02-03	-2.2245653
Oxaliplatin	Palbociclib	PANC-02-03	-1.9274281
Sorafenib	Palbociclib	PANC-02-03	0.556912
Erlotinib	Palbociclib	PANC-02-03	-0.974248
Paclitaxel	Palbociclib	PANC-02-03	-0.6003004
Sorafenib	Palbociclib	PANC-02-03	1.5186682
Irinotecan	Palbociclib	PANC-02-03	-0.84960467
AZD7762	Palbociclib	PANC-02-03	-0.8010694
Trametinib	Palbociclib	PANC-02-03	0.13585764
Navitoclax	Palbociclib	PANC-02-03	-1.2115912
Cisplatin	Palbociclib	PANC-02-03	-2.337912
Erlotinib	Palbociclib	PANC-02-03	1.135019
5-Fluorouracil	Palbociclib	PANC-02-03	0.6124811
Dactolisib	Palbociclib	PANC-02-03	-0.15287225
5-Fluorouracil	Palbociclib	PANC-02-03	-0.96803886
Crizotinib	Palbociclib	PANC-02-03	1.1088303
Ruxolitinib	Palbociclib	PANC-02-03	-0.62483144
OSI-027	Palbociclib	PANC-02-03	-1.4217259
MK-1775	Palbociclib	PANC-02-03	-2.54606
OSI-027	Palbociclib	PANC-02-03	-0.36312693
MK-2206	Palbociclib	PANC-02-03	0.03540969
Irinotecan	Palbociclib	PANC-02-03	-1.4237479
Cisplatin	Palbociclib	PANC-02-03	-2.680126
Trametinib	Palbociclib	PANC-02-03	-0.56978244
AZD7762	Palbociclib	PANC-02-03	-2.1483479
Olaparib	Palbociclib	PANC-02-03	0.10520577
SCH772984	Palbociclib	PANC-02-03	-0.38153327
Taselisib	Palbociclib	PANC-02-03	1.0860726
MK-1775	Palbociclib	PANC-02-03	-1.4127277
LGK974	Palbociclib	PANC-02-03	0.8396253
Gemcitabine	Palbociclib	PANC-02-03	-1.1560988
Galunisertib	Palbociclib	PANC-02-03	-0.91076845
Olaparib	Palbociclib	PANC-02-03	-0.79064614
Linsitinib	Dactolisib	PANC-02-03	0.41595578
MK-2206	Dactolisib	PANC-02-03	0.12700759
Crizotinib	Dactolisib	PANC-02-03	-0.5121264
MK-1775	Dactolisib	PANC-02-03	1.5130379
Taselisib	Dactolisib	PANC-02-03	-1.1323678
Paclitaxel	Dactolisib	PANC-02-03	0.34527642
Sorafenib	Dactolisib	PANC-02-03	-0.5366458
5-Fluorouracil	Dactolisib	PANC-02-03	-1.1322957
Palbociclib	Dactolisib	PANC-02-03	0.2965824
MK-1775	Dactolisib	PANC-02-03	-0.050413985
SCH772984	Dactolisib	PANC-02-03	0.56456614
LGK974	Dactolisib	PANC-02-03	-3.3899553
Ruxolitinib	Dactolisib	PANC-02-03	-0.91754544
Erlotinib	Dactolisib	PANC-02-03	2.2129424
Crizotinib	Dactolisib	PANC-02-03	-0.4543058
LGK974	Dactolisib	PANC-02-03	-1.3284802
Gemcitabine	Dactolisib	PANC-02-03	0.568435
Sorafenib	Dactolisib	PANC-02-03	-2.2196972
Trametinib	Dactolisib	PANC-02-03	-0.21854003
Navitoclax	Dactolisib	PANC-02-03	0.187385
Gemcitabine	Dactolisib	PANC-02-03	-1.3128386
Paclitaxel	Dactolisib	PANC-02-03	-0.7439049
Lapatinib	Dactolisib	PANC-02-03	0.89562714
Irinotecan	Dactolisib	PANC-02-03	0.29840982
Palbociclib	Dactolisib	PANC-02-03	0.08347132
Taselisib	Dactolisib	PANC-02-03	-1.3236113
Navitoclax	Dactolisib	PANC-02-03	1.269938
Oxaliplatin	Dactolisib	PANC-02-03	-3.1446614
Ruxolitinib	Dactolisib	PANC-02-03	-0.4472761
Cisplatin	Dactolisib	PANC-02-03	0.8624406
AZD7762	Dactolisib	PANC-02-03	1.1898497
Olaparib	Dactolisib	PANC-02-03	1.1371561
Linsitinib	Dactolisib	PANC-02-03	1.1280557
Erlotinib	Dactolisib	PANC-02-03	0.69998634
Olaparib	Dactolisib	PANC-02-03	-0.41668457
OSI-027	Dactolisib	PANC-02-03	-3.3276658
MK-2206	Dactolisib	PANC-02-03	0.47956246
SCH772984	Dactolisib	PANC-02-03	0.62468606
Galunisertib	Dactolisib	PANC-02-03	-1.4600254
OSI-027	Dactolisib	PANC-02-03	-3.0763457
Lapatinib	Dactolisib	PANC-02-03	0.304383
Trametinib	Dactolisib	PANC-02-03	0.18232289
Cisplatin	Dactolisib	PANC-02-03	-0.7478388
Dasatinib	Dactolisib	PANC-02-03	-2.5535548
5-Fluorouracil	Dactolisib	PANC-02-03	-2.195825
Galunisertib	Dactolisib	PANC-02-03	-3.3536742
AZD7762	Dactolisib	PANC-02-03	0.21988581
Oxaliplatin	Dactolisib	PANC-02-03	-1.8398366
Irinotecan	Dactolisib	PANC-02-03	-1.8908376
Dasatinib	Dactolisib	PANC-02-03	1.0567904
Paclitaxel	5-Fluorouracil	PANC-02-03	-2.990387
Sorafenib	5-Fluorouracil	PANC-02-03	-1.4336847
Irinotecan	5-Fluorouracil	PANC-02-03	-0.74464405
AZD7762	5-Fluorouracil	PANC-02-03	-0.35162652
Trametinib	5-Fluorouracil	PANC-02-03	-2.0583806
Navitoclax	5-Fluorouracil	PANC-02-03	0.42058674
Cisplatin	5-Fluorouracil	PANC-02-03	-3.632007
Erlotinib	5-Fluorouracil	PANC-02-03	-2.064537
Dactolisib	5-Fluorouracil	PANC-02-03	0.09331121
Crizotinib	5-Fluorouracil	PANC-02-03	0.5350746
Ruxolitinib	5-Fluorouracil	PANC-02-03	-2.7274408
OSI-027	5-Fluorouracil	PANC-02-03	0.77949494
MK-1775	5-Fluorouracil	PANC-02-03	-0.96065396
OSI-027	5-Fluorouracil	PANC-02-03	-1.4364098
MK-2206	5-Fluorouracil	PANC-02-03	0.031516332
Irinotecan	5-Fluorouracil	PANC-02-03	-1.858858
Cisplatin	5-Fluorouracil	PANC-02-03	-3.4021845
Trametinib	5-Fluorouracil	PANC-02-03	-2.3142214
AZD7762	5-Fluorouracil	PANC-02-03	3.6847718
Olaparib	5-Fluorouracil	PANC-02-03	-2.283328
SCH772984	5-Fluorouracil	PANC-02-03	-0.7429523
Taselisib	5-Fluorouracil	PANC-02-03	-2.13358
MK-1775	5-Fluorouracil	PANC-02-03	-0.77712435
LGK974	5-Fluorouracil	PANC-02-03	-0.55556923
Gemcitabine	5-Fluorouracil	PANC-02-03	-3.1433427
Galunisertib	5-Fluorouracil	PANC-02-03	-0.006697116
Olaparib	5-Fluorouracil	PANC-02-03	-0.54458886
Ruxolitinib	5-Fluorouracil	PANC-02-03	-0.57497174
Oxaliplatin	5-Fluorouracil	PANC-02-03	-3.4447038
Paclitaxel	5-Fluorouracil	PANC-02-03	-0.036917184
Lapatinib	5-Fluorouracil	PANC-02-03	0.58345294
Lapatinib	5-Fluorouracil	PANC-02-03	0.4711547
Dasatinib	5-Fluorouracil	PANC-02-03	-2.202857
MK-2206	5-Fluorouracil	PANC-02-03	-0.45537046
SCH772984	5-Fluorouracil	PANC-02-03	-1.4829752
Linsitinib	5-Fluorouracil	PANC-02-03	1.1887504
Navitoclax	5-Fluorouracil	PANC-02-03	0.19420855
Linsitinib	5-Fluorouracil	PANC-02-03	0.8386478
Taselisib	5-Fluorouracil	PANC-02-03	-0.6203934
Crizotinib	5-Fluorouracil	PANC-02-03	-1.3061757
LGK974	5-Fluorouracil	PANC-02-03	0.33731157
Dactolisib	5-Fluorouracil	PANC-02-03	-2.9236584
Dasatinib	5-Fluorouracil	PANC-02-03	-2.4497135
Gemcitabine	5-Fluorouracil	PANC-02-03	-0.86618304
Galunisertib	5-Fluorouracil	PANC-02-03	-1.4059515
Oxaliplatin	5-Fluorouracil	PANC-02-03	-3.3247368
Palbociclib	5-Fluorouracil	PANC-02-03	-1.6788925
Sorafenib	5-Fluorouracil	PANC-02-03	0.29665694
Palbociclib	5-Fluorouracil	PANC-02-03	-2.1910057
Erlotinib	5-Fluorouracil	PANC-02-03	-2.497865
Linsitinib	Dasatinib	PANC-02-03	4.00183
MK-2206	Dasatinib	PANC-02-03	0.7252601
Crizotinib	Dasatinib	PANC-02-03	2.0590675
MK-1775	Dasatinib	PANC-02-03	-2.1698983
Taselisib	Dasatinib	PANC-02-03	2.3441148
Paclitaxel	Dasatinib	PANC-02-03	1.30563
Sorafenib	Dasatinib	PANC-02-03	0.8510857
5-Fluorouracil	Dasatinib	PANC-02-03	0.21150506
Palbociclib	Dasatinib	PANC-02-03	0.76294535
MK-1775	Dasatinib	PANC-02-03	1.6438929
SCH772984	Dasatinib	PANC-02-03	2.7402701
Dactolisib	Dasatinib	PANC-02-03	1.2392999
LGK974	Dasatinib	PANC-02-03	0.37978518
Ruxolitinib	Dasatinib	PANC-02-03	0.60326105
Erlotinib	Dasatinib	PANC-02-03	1.316094
Crizotinib	Dasatinib	PANC-02-03	4.554349
Dactolisib	Dasatinib	PANC-02-03	0.44491068
LGK974	Dasatinib	PANC-02-03	1.0528164
Gemcitabine	Dasatinib	PANC-02-03	-0.05216588
Sorafenib	Dasatinib	PANC-02-03	0.6368336
Trametinib	Dasatinib	PANC-02-03	0.64523005
Navitoclax	Dasatinib	PANC-02-03	0.73773503
Gemcitabine	Dasatinib	PANC-02-03	-1.9538671
Paclitaxel	Dasatinib	PANC-02-03	-0.8645052
Lapatinib	Dasatinib	PANC-02-03	1.7459731
Irinotecan	Dasatinib	PANC-02-03	-0.11052418
Palbociclib	Dasatinib	PANC-02-03	1.2498293
Taselisib	Dasatinib	PANC-02-03	3.4332721
Navitoclax	Dasatinib	PANC-02-03	0.7480983
Oxaliplatin	Dasatinib	PANC-02-03	-0.6957002
Ruxolitinib	Dasatinib	PANC-02-03	0.8124771
Cisplatin	Dasatinib	PANC-02-03	-0.57279927
AZD7762	Dasatinib	PANC-02-03	0.67321515
Olaparib	Dasatinib	PANC-02-03	0.7990714
Linsitinib	Dasatinib	PANC-02-03	2.7593446
Erlotinib	Dasatinib	PANC-02-03	1.3951416
Olaparib	Dasatinib	PANC-02-03	1.5374113
OSI-027	Dasatinib	PANC-02-03	0.4510142
MK-2206	Dasatinib	PANC-02-03	2.2591531
SCH772984	Dasatinib	PANC-02-03	4.315875
Galunisertib	Dasatinib	PANC-02-03	-0.063896105
OSI-027	Dasatinib	PANC-02-03	1.1489803
Lapatinib	Dasatinib	PANC-02-03	0.9763383
Trametinib	Dasatinib	PANC-02-03	2.0810409
Cisplatin	Dasatinib	PANC-02-03	-0.05429592
5-Fluorouracil	Dasatinib	PANC-02-03	-0.49188578
Galunisertib	Dasatinib	PANC-02-03	-0.45086694
AZD7762	Dasatinib	PANC-02-03	0.23717844
Oxaliplatin	Dasatinib	PANC-02-03	-0.63335085
Irinotecan	Dasatinib	PANC-02-03	0.28009441
Sorafenib	Paclitaxel	PANC-02-03	-1.2615068
Irinotecan	Paclitaxel	PANC-02-03	-3.392231
AZD7762	Paclitaxel	PANC-02-03	1.0628546
Trametinib	Paclitaxel	PANC-02-03	-0.06902643
Navitoclax	Paclitaxel	PANC-02-03	3.6897607
Cisplatin	Paclitaxel	PANC-02-03	0.8509167
Erlotinib	Paclitaxel	PANC-02-03	1.5457119
5-Fluorouracil	Paclitaxel	PANC-02-03	-2.4594555
Dactolisib	Paclitaxel	PANC-02-03	0.39486963
5-Fluorouracil	Paclitaxel	PANC-02-03	-3.2583032
Crizotinib	Paclitaxel	PANC-02-03	0.8698856
Ruxolitinib	Paclitaxel	PANC-02-03	-0.041764494
OSI-027	Paclitaxel	PANC-02-03	-1.1507024
MK-1775	Paclitaxel	PANC-02-03	0.53683424
OSI-027	Paclitaxel	PANC-02-03	0.40257758
MK-2206	Paclitaxel	PANC-02-03	1.2038112
Irinotecan	Paclitaxel	PANC-02-03	-1.1601237
Cisplatin	Paclitaxel	PANC-02-03	-1.2636919
Trametinib	Paclitaxel	PANC-02-03	-1.4567956
AZD7762	Paclitaxel	PANC-02-03	1.6214055
Olaparib	Paclitaxel	PANC-02-03	-0.331872
SCH772984	Paclitaxel	PANC-02-03	1.1010783
Taselisib	Paclitaxel	PANC-02-03	1.0519044
MK-1775	Paclitaxel	PANC-02-03	-2.9428573
LGK974	Paclitaxel	PANC-02-03	-1.1623175
Gemcitabine	Paclitaxel	PANC-02-03	-3.6601293
Galunisertib	Paclitaxel	PANC-02-03	-1.4810014
Olaparib	Paclitaxel	PANC-02-03	-0.43986064
Ruxolitinib	Paclitaxel	PANC-02-03	-0.0557825
Oxaliplatin	Paclitaxel	PANC-02-03	-2.020905
Lapatinib	Paclitaxel	PANC-02-03	-0.75723654
Lapatinib	Paclitaxel	PANC-02-03	-0.03618988
Dasatinib	Paclitaxel	PANC-02-03	0.47149
MK-2206	Paclitaxel	PANC-02-03	0.01992311
SCH772984	Paclitaxel	PANC-02-03	-0.55746865
Linsitinib	Paclitaxel	PANC-02-03	-0.26235363
Navitoclax	Paclitaxel	PANC-02-03	3.3506887
Linsitinib	Paclitaxel	PANC-02-03	0.44767448
Taselisib	Paclitaxel	PANC-02-03	-1.8735008
Crizotinib	Paclitaxel	PANC-02-03	-3.5385602
LGK974	Paclitaxel	PANC-02-03	-0.65128493
Dactolisib	Paclitaxel	PANC-02-03	0.014915161
Dasatinib	Paclitaxel	PANC-02-03	-1.2439837
Gemcitabine	Paclitaxel	PANC-02-03	-3.1098807
Galunisertib	Paclitaxel	PANC-02-03	-0.8816368
Oxaliplatin	Paclitaxel	PANC-02-03	-2.1171012
Palbociclib	Paclitaxel	PANC-02-03	-0.7675542
Sorafenib	Paclitaxel	PANC-02-03	-0.25389063
Palbociclib	Paclitaxel	PANC-02-03	-2.0018637
Erlotinib	Paclitaxel	PANC-02-03	2.077191
Trametinib	Crizotinib	PANC-02-03	1.9091165
Cisplatin	Crizotinib	PANC-02-03	0.0007592485
Dasatinib	Crizotinib	PANC-02-03	1.171378
5-Fluorouracil	Crizotinib	PANC-02-03	-2.0597053
Galunisertib	Crizotinib	PANC-02-03	-0.43829986
AZD7762	Crizotinib	PANC-02-03	-0.28798154
Oxaliplatin	Crizotinib	PANC-02-03	-0.106916435
Irinotecan	Crizotinib	PANC-02-03	1.2908053
Dasatinib	Crizotinib	PANC-02-03	2.3571873
Linsitinib	Crizotinib	PANC-02-03	0.29744315
MK-2206	Crizotinib	PANC-02-03	0.6932293
MK-1775	Crizotinib	PANC-02-03	-2.0227928
Taselisib	Crizotinib	PANC-02-03	-1.0498152
Paclitaxel	Crizotinib	PANC-02-03	0.25007388
Sorafenib	Crizotinib	PANC-02-03	0.25235653
5-Fluorouracil	Crizotinib	PANC-02-03	-0.6009188
Palbociclib	Crizotinib	PANC-02-03	-0.17393638
MK-1775	Crizotinib	PANC-02-03	-0.19307728
SCH772984	Crizotinib	PANC-02-03	2.8065221
Dactolisib	Crizotinib	PANC-02-03	-0.10755286
LGK974	Crizotinib	PANC-02-03	0.29698586
Ruxolitinib	Crizotinib	PANC-02-03	-0.7434714
Erlotinib	Crizotinib	PANC-02-03	1.6047022
Dactolisib	Crizotinib	PANC-02-03	0.47020364
LGK974	Crizotinib	PANC-02-03	0.40684813
Gemcitabine	Crizotinib	PANC-02-03	-1.1594859
Sorafenib	Crizotinib	PANC-02-03	-0.7526785
Trametinib	Crizotinib	PANC-02-03	1.7779356
Navitoclax	Crizotinib	PANC-02-03	2.5759096
Gemcitabine	Crizotinib	PANC-02-03	-0.9993613
Paclitaxel	Crizotinib	PANC-02-03	-0.45810875
Lapatinib	Crizotinib	PANC-02-03	1.5041152
Irinotecan	Crizotinib	PANC-02-03	0.6420676
Palbociclib	Crizotinib	PANC-02-03	0.049162276
Taselisib	Crizotinib	PANC-02-03	-0.0043136035
Navitoclax	Crizotinib	PANC-02-03	1.4928446
Oxaliplatin	Crizotinib	PANC-02-03	-1.1720212
Ruxolitinib	Crizotinib	PANC-02-03	-0.82909495
Cisplatin	Crizotinib	PANC-02-03	-0.16608702
AZD7762	Crizotinib	PANC-02-03	0.24297585
Olaparib	Crizotinib	PANC-02-03	0.52432936
Linsitinib	Crizotinib	PANC-02-03	0.73036593
Erlotinib	Crizotinib	PANC-02-03	2.1230323
Olaparib	Crizotinib	PANC-02-03	0.15499522
OSI-027	Crizotinib	PANC-02-03	0.10766397
MK-2206	Crizotinib	PANC-02-03	0.8770491
SCH772984	Crizotinib	PANC-02-03	2.7562613
Galunisertib	Crizotinib	PANC-02-03	0.41046402
OSI-027	Crizotinib	PANC-02-03	0.27845618
Lapatinib	Crizotinib	PANC-02-03	1.9246556
Dasatinib	Sorafenib	PANC-02-03	-1.2792399
Gemcitabine	Sorafenib	PANC-02-03	-1.0739931
Galunisertib	Sorafenib	PANC-02-03	-0.42355713
Oxaliplatin	Sorafenib	PANC-02-03	-0.36219895
Palbociclib	Sorafenib	PANC-02-03	-0.5947451
Palbociclib	Sorafenib	PANC-02-03	-0.025385689
Erlotinib	Sorafenib	PANC-02-03	-0.24341549
Paclitaxel	Sorafenib	PANC-02-03	-0.21227814
Irinotecan	Sorafenib	PANC-02-03	0.14277564
AZD7762	Sorafenib	PANC-02-03	-0.5300011
Trametinib	Sorafenib	PANC-02-03	0.3527082
Navitoclax	Sorafenib	PANC-02-03	2.6240313
Cisplatin	Sorafenib	PANC-02-03	0.9956208
Erlotinib	Sorafenib	PANC-02-03	0.75142527
5-Fluorouracil	Sorafenib	PANC-02-03	-1.3589193
Dactolisib	Sorafenib	PANC-02-03	-0.116758436
5-Fluorouracil	Sorafenib	PANC-02-03	-0.9094384
Crizotinib	Sorafenib	PANC-02-03	-0.08254155
Ruxolitinib	Sorafenib	PANC-02-03	-0.76168996
OSI-027	Sorafenib	PANC-02-03	-0.39947072
MK-1775	Sorafenib	PANC-02-03	0.39941782
OSI-027	Sorafenib	PANC-02-03	0.115711294
MK-2206	Sorafenib	PANC-02-03	0.7984944
Irinotecan	Sorafenib	PANC-02-03	0.29579684
Cisplatin	Sorafenib	PANC-02-03	1.2701789
Trametinib	Sorafenib	PANC-02-03	-0.15684655
AZD7762	Sorafenib	PANC-02-03	0.29704592
Olaparib	Sorafenib	PANC-02-03	1.4269047
SCH772984	Sorafenib	PANC-02-03	0.11697482
Taselisib	Sorafenib	PANC-02-03	-0.34068322
MK-1775	Sorafenib	PANC-02-03	-0.6151837
LGK974	Sorafenib	PANC-02-03	-0.50967264
Gemcitabine	Sorafenib	PANC-02-03	-1.1207173
Galunisertib	Sorafenib	PANC-02-03	-0.7308645
Olaparib	Sorafenib	PANC-02-03	-0.36241972
Ruxolitinib	Sorafenib	PANC-02-03	-1.5411026
Oxaliplatin	Sorafenib	PANC-02-03	0.56171596
Paclitaxel	Sorafenib	PANC-02-03	-0.3997985
Lapatinib	Sorafenib	PANC-02-03	1.2676709
Lapatinib	Sorafenib	PANC-02-03	-0.32968915
Dasatinib	Sorafenib	PANC-02-03	0.4222531
MK-2206	Sorafenib	PANC-02-03	0.7097759
SCH772984	Sorafenib	PANC-02-03	0.89247555
Linsitinib	Sorafenib	PANC-02-03	0.28773266
Navitoclax	Sorafenib	PANC-02-03	1.0881643
Linsitinib	Sorafenib	PANC-02-03	0.39973795
Taselisib	Sorafenib	PANC-02-03	-1.2769393
Crizotinib	Sorafenib	PANC-02-03	-0.61472386
LGK974	Sorafenib	PANC-02-03	-0.38641456
Dactolisib	Sorafenib	PANC-02-03	-0.184977
Linsitinib	Irinotecan	PANC-02-03	0.3257069
MK-2206	Irinotecan	PANC-02-03	0.59872496
Crizotinib	Irinotecan	PANC-02-03	2.403281
MK-1775	Irinotecan	PANC-02-03	0.6383876
Taselisib	Irinotecan	PANC-02-03	-1.0703595
Paclitaxel	Irinotecan	PANC-02-03	0.46482426
LGK974	Erlotinib	PANC-02-03	0.7807786
Sorafenib	Irinotecan	PANC-02-03	1.2543378
5-Fluorouracil	Irinotecan	PANC-02-03	-1.3659029
Palbociclib	Irinotecan	PANC-02-03	-0.92708296
MK-1775	Irinotecan	PANC-02-03	3.3751044
SCH772984	Irinotecan	PANC-02-03	1.5812521
Dactolisib	Irinotecan	PANC-02-03	0.722794
LGK974	Irinotecan	PANC-02-03	1.3161421
Ruxolitinib	Irinotecan	PANC-02-03	-1.110972
Erlotinib	Irinotecan	PANC-02-03	2.2148023
Crizotinib	Irinotecan	PANC-02-03	0.2477982
Dactolisib	Irinotecan	PANC-02-03	0.6664598
LGK974	Irinotecan	PANC-02-03	1.3110714
Gemcitabine	Irinotecan	PANC-02-03	-1.7272527
Sorafenib	Irinotecan	PANC-02-03	0.28186235
Trametinib	Irinotecan	PANC-02-03	0.052219335
Navitoclax	Irinotecan	PANC-02-03	2.902595
Gemcitabine	Irinotecan	PANC-02-03	-1.7446238
Paclitaxel	Irinotecan	PANC-02-03	-1.5975667
Lapatinib	Irinotecan	PANC-02-03	-0.5377981
Palbociclib	Irinotecan	PANC-02-03	-0.2827972
Taselisib	Irinotecan	PANC-02-03	-0.33314806
Navitoclax	Irinotecan	PANC-02-03	2.4134042
Oxaliplatin	Irinotecan	PANC-02-03	1.3785247
Ruxolitinib	Irinotecan	PANC-02-03	-1.5285578
Cisplatin	Irinotecan	PANC-02-03	2.0715
AZD7762	Irinotecan	PANC-02-03	3.5420403
Olaparib	Irinotecan	PANC-02-03	2.0130007
Linsitinib	Irinotecan	PANC-02-03	0.68762684
Erlotinib	Irinotecan	PANC-02-03	1.0208175
Olaparib	Irinotecan	PANC-02-03	0.994406
OSI-027	Irinotecan	PANC-02-03	2.4972053
MK-2206	Irinotecan	PANC-02-03	2.7007625
SCH772984	Irinotecan	PANC-02-03	-0.0691177
Galunisertib	Irinotecan	PANC-02-03	2.1581137
OSI-027	Irinotecan	PANC-02-03	2.1839736
Lapatinib	Irinotecan	PANC-02-03	0.4226097
Trametinib	Irinotecan	PANC-02-03	1.3046191
Cisplatin	Irinotecan	PANC-02-03	1.1259094
Dasatinib	Irinotecan	PANC-02-03	1.0295542
5-Fluorouracil	Irinotecan	PANC-02-03	-1.351195
Galunisertib	Irinotecan	PANC-02-03	0.61263984
AZD7762	Irinotecan	PANC-02-03	2.8421934
Oxaliplatin	Irinotecan	PANC-02-03	2.7721105
Dasatinib	Irinotecan	PANC-02-03	-0.008380844
Paclitaxel	Oxaliplatin	PANC-02-03	-2.0820892
Sorafenib	Oxaliplatin	PANC-02-03	-0.63938963
Irinotecan	Oxaliplatin	PANC-02-03	0.11582607
AZD7762	Oxaliplatin	PANC-02-03	-0.45203948
Trametinib	Oxaliplatin	PANC-02-03	1.8640149
Navitoclax	Oxaliplatin	PANC-02-03	2.5391066
Cisplatin	Oxaliplatin	PANC-02-03	1.0607047
Erlotinib	Oxaliplatin	PANC-02-03	0.5700933
5-Fluorouracil	Oxaliplatin	PANC-02-03	-2.607891
Dactolisib	Oxaliplatin	PANC-02-03	-2.0529373
5-Fluorouracil	Oxaliplatin	PANC-02-03	-0.57572937
Crizotinib	Oxaliplatin	PANC-02-03	0.2832531
Ruxolitinib	Oxaliplatin	PANC-02-03	-0.9511243
OSI-027	Oxaliplatin	PANC-02-03	-1.1721491
MK-1775	Oxaliplatin	PANC-02-03	-0.009352398
OSI-027	Oxaliplatin	PANC-02-03	-1.2821357
MK-2206	Oxaliplatin	PANC-02-03	0.6260046
Irinotecan	Oxaliplatin	PANC-02-03	0.7984463
Cisplatin	Oxaliplatin	PANC-02-03	1.9874634
Trametinib	Oxaliplatin	PANC-02-03	-0.9201701
AZD7762	Oxaliplatin	PANC-02-03	1.3599617
Olaparib	Oxaliplatin	PANC-02-03	1.2140145
SCH772984	Oxaliplatin	PANC-02-03	-0.5423987
Taselisib	Oxaliplatin	PANC-02-03	-1.2589612
MK-1775	Oxaliplatin	PANC-02-03	-1.0061754
LGK974	Oxaliplatin	PANC-02-03	-1.7594231
Gemcitabine	Oxaliplatin	PANC-02-03	-0.17971355
Galunisertib	Oxaliplatin	PANC-02-03	-0.67153734
Olaparib	Oxaliplatin	PANC-02-03	-0.23982318
Ruxolitinib	Oxaliplatin	PANC-02-03	-2.570618
Paclitaxel	Oxaliplatin	PANC-02-03	0.5483472
Lapatinib	Oxaliplatin	PANC-02-03	-2.7273808
Lapatinib	Oxaliplatin	PANC-02-03	-2.5496242
Dasatinib	Oxaliplatin	PANC-02-03	-0.4092339
MK-2206	Oxaliplatin	PANC-02-03	1.0499829
SCH772984	Oxaliplatin	PANC-02-03	-1.0512661
Linsitinib	Oxaliplatin	PANC-02-03	-1.5780797
Navitoclax	Oxaliplatin	PANC-02-03	1.7995013
Linsitinib	Oxaliplatin	PANC-02-03	0.24705027
Taselisib	Oxaliplatin	PANC-02-03	-2.6732042
Crizotinib	Oxaliplatin	PANC-02-03	-0.32173163
LGK974	Oxaliplatin	PANC-02-03	-1.055415
Dactolisib	Oxaliplatin	PANC-02-03	-0.8166712
Dasatinib	Oxaliplatin	PANC-02-03	-1.1690981
Gemcitabine	Oxaliplatin	PANC-02-03	-0.21180026
Galunisertib	Oxaliplatin	PANC-02-03	-0.0362767
Palbociclib	Oxaliplatin	PANC-02-03	-1.1166067
Sorafenib	Oxaliplatin	PANC-02-03	0.3881894
Palbociclib	Oxaliplatin	PANC-02-03	-1.0386534
Erlotinib	Oxaliplatin	PANC-02-03	-0.22324662
Linsitinib	Erlotinib	PANC-02-03	2.8131256
MK-2206	Erlotinib	PANC-02-03	2.7868373
Crizotinib	Erlotinib	PANC-02-03	2.697934
MK-1775	Erlotinib	PANC-02-03	0.4824991
Taselisib	Erlotinib	PANC-02-03	2.2888246
Paclitaxel	Erlotinib	PANC-02-03	1.806356
Sorafenib	Erlotinib	PANC-02-03	1.2711481
5-Fluorouracil	Erlotinib	PANC-02-03	0.966876
Palbociclib	Erlotinib	PANC-02-03	1.1339177
MK-1775	Erlotinib	PANC-02-03	1.761424
SCH772984	Erlotinib	PANC-02-03	5.300712
Dactolisib	Erlotinib	PANC-02-03	1.3201514
LGK974	Erlotinib	PANC-02-03	0.37688094
Ruxolitinib	Erlotinib	PANC-02-03	-1.1970434
Crizotinib	Erlotinib	PANC-02-03	4.3457637
Dactolisib	Erlotinib	PANC-02-03	2.6101031
Gemcitabine	Erlotinib	PANC-02-03	-2.6464767
Sorafenib	Erlotinib	PANC-02-03	2.0913844
Trametinib	Erlotinib	PANC-02-03	4.009049
Navitoclax	Erlotinib	PANC-02-03	0.13269213
Gemcitabine	Erlotinib	PANC-02-03	-1.0895988
Paclitaxel	Erlotinib	PANC-02-03	0.6499096
Lapatinib	Erlotinib	PANC-02-03	-1.7648517
Irinotecan	Erlotinib	PANC-02-03	2.5176892
Palbociclib	Erlotinib	PANC-02-03	1.5597336
Taselisib	Erlotinib	PANC-02-03	3.9591148
Navitoclax	Erlotinib	PANC-02-03	0.6683261
Oxaliplatin	Erlotinib	PANC-02-03	0.010247276
Ruxolitinib	Erlotinib	PANC-02-03	-0.84585404
Cisplatin	Erlotinib	PANC-02-03	0.8252372
AZD7762	Erlotinib	PANC-02-03	0.93790734
Olaparib	Erlotinib	PANC-02-03	1.2826104
Linsitinib	Erlotinib	PANC-02-03	2.7233162
